DATE,HOME_ABBR,VISITOR_ABBR,PTS_home,PTS_away,MARGIN,HOME_TEAM_WINS,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
2021-11-17,PHO,DAL,105,98,7,1,0.441,0.7140000000000001,0.333,27,49,0.418,1.0,0.5,28,49
2021-11-17,POR,CHI,112,107,5,1,0.44,0.964,0.355,26,44,0.47,0.8,0.448,23,36
2021-11-18,CLE,GSW,89,104,-15,0,0.425,0.563,0.308,22,42,0.494,0.875,0.349,36,34
2021-11-18,MIA,WAS,112,97,15,1,0.5,0.833,0.385,27,41,0.494,0.6,0.417,25,37
2021-11-18,MEM,LAC,120,108,12,1,0.542,0.833,0.423,28,47,0.467,1.0,0.41,24,34
2021-11-18,MIN,SAS,115,90,25,1,0.477,0.8,0.429,30,47,0.417,0.737,0.188,26,42
2021-11-18,DEN,PHI,89,103,-14,0,0.36,0.813,0.333,22,46,0.506,0.5,0.379,22,45
2021-11-18,UTA,TOR,119,103,16,1,0.55,0.923,0.413,34,46,0.415,0.882,0.263,24,35
2021-11-19,CHO,IND,121,118,3,1,0.5429999999999999,0.75,0.387,28,45,0.466,0.7809999999999999,0.306,19,38
2021-11-19,DET,GSW,102,105,-3,0,0.4,0.8,0.333,21,35,0.475,0.81,0.4,22,48
2021-11-19,BOS,LAL,130,108,22,1,0.5,0.816,0.3670000000000001,22,51,0.464,0.75,0.4,20,33
2021-11-19,BRK,ORL,115,113,2,1,0.451,0.92,0.303,19,43,0.449,0.76,0.368,26,45
2021-11-19,MIL,OKC,96,89,7,1,0.373,0.846,0.293,21,53,0.35200000000000004,0.619,0.25,17,53
2021-11-19,NOP,LAC,94,81,13,1,0.4370000000000001,0.625,0.433,19,55,0.378,0.8,0.243,22,43
2021-11-19,DEN,CHI,108,114,-6,0,0.476,0.8,0.378,24,38,0.441,1.0,0.258,19,50
2021-11-19,PHO,DAL,112,104,8,1,0.518,0.7140000000000001,0.483,28,53,0.411,0.7829999999999999,0.3,25,40
2021-11-19,SAC,TOR,89,108,-19,0,0.381,0.64,0.243,15,40,0.452,0.833,0.387,20,53
2021-11-20,NYK,HOU,106,99,7,1,0.423,0.846,0.439,25,37,0.452,0.591,0.256,21,48
2021-11-20,IND,NOP,111,94,17,1,0.462,0.722,0.368,28,46,0.398,0.947,0.333,17,52
2021-11-20,WAS,MIA,103,100,3,1,0.486,0.87,0.3670000000000001,22,35,0.469,0.85,0.259,21,37
2021-11-20,ATL,CHO,115,105,10,1,0.524,0.81,0.353,24,46,0.422,0.6,0.25,26,51
2021-11-20,BOS,OKC,111,105,6,1,0.466,0.857,0.436,28,48,0.406,0.563,0.429,23,54
2021-11-20,MIL,ORL,117,108,9,1,0.451,0.649,0.475,25,60,0.398,0.7859999999999999,0.373,26,39
2021-11-20,MIN,MEM,138,95,43,1,0.5379999999999999,0.7140000000000001,0.488,28,50,0.349,0.8,0.281,21,33
2021-11-20,POR,PHI,118,111,7,1,0.5,1.0,0.441,23,38,0.506,0.905,0.35700000000000004,24,32
2021-11-20,SAC,UTA,105,123,-18,0,0.451,0.619,0.32299999999999995,20,35,0.505,0.8240000000000001,0.436,20,52
2021-11-21,LAC,DAL,97,91,6,1,0.48,0.722,0.414,18,42,0.41,0.944,0.2,21,39
2021-11-21,DET,LAL,116,121,-5,0,0.443,0.762,0.35,27,39,0.489,0.778,0.32299999999999995,29,51
2021-11-21,CHI,NYK,109,103,6,1,0.42,0.889,0.379,21,44,0.417,0.8390000000000001,0.259,16,44
2021-11-21,PHO,DEN,126,97,29,1,0.529,0.885,0.306,34,51,0.3670000000000001,0.7140000000000001,0.289,20,42
2021-11-21,GSW,TOR,119,104,15,1,0.494,0.792,0.489,31,47,0.394,0.55,0.405,25,47
2021-11-22,CLE,BRK,112,117,-5,0,0.387,0.897,0.318,24,53,0.474,0.889,0.314,32,42
2021-11-22,WAS,CHO,103,109,-6,0,0.383,0.815,0.243,23,65,0.44,0.583,0.484,21,36
2021-11-22,ATL,OKC,113,101,12,1,0.483,0.938,0.412,25,44,0.402,0.929,0.263,24,50
2021-11-22,BOS,HOU,108,90,18,1,0.424,0.947,0.343,19,58,0.373,0.708,0.262,19,42
2021-11-22,CHI,IND,77,109,-32,0,0.365,0.6,0.214,13,38,0.444,0.889,0.419,27,59
2021-11-22,MIL,ORL,123,92,31,1,0.468,0.708,0.4,28,55,0.366,0.722,0.268,16,47
2021-11-22,NOP,MIN,96,110,-14,0,0.42,0.889,0.188,24,48,0.4,0.7140000000000001,0.227,21,49
2021-11-22,SAS,PHO,111,115,-4,0,0.527,0.5,0.25,23,44,0.511,0.813,0.444,25,44
2021-11-22,UTA,MEM,118,119,-1,0,0.471,0.76,0.395,26,46,0.442,0.815,0.371,24,50
2021-11-22,SAC,PHI,94,102,-8,0,0.413,0.7240000000000001,0.226,17,49,0.424,0.778,0.281,19,45
2021-11-23,DET,MIA,92,100,-8,0,0.417,0.857,0.263,22,35,0.461,0.7240000000000001,0.31,22,51
2021-11-23,NYK,LAL,106,100,6,1,0.451,0.81,0.441,23,52,0.374,0.7,0.306,23,50
2021-11-23,POR,DEN,119,100,19,1,0.511,0.7,0.385,25,43,0.487,0.818,0.455,26,37
2021-11-23,LAC,DAL,104,112,-8,0,0.412,0.828,0.313,17,47,0.438,0.815,0.308,22,42
2021-11-24,CLE,PHO,115,120,-5,0,0.443,0.68,0.308,22,44,0.523,0.7859999999999999,0.364,26,47
2021-11-24,IND,LAL,116,124,-8,0,0.404,0.792,0.28300000000000003,25,52,0.442,0.862,0.405,20,52
2021-11-24,ORL,CHO,99,106,-7,0,0.409,0.8,0.35700000000000004,23,51,0.419,0.762,0.3,26,49
2021-11-24,BOS,BRK,104,123,-19,0,0.374,0.893,0.229,25,45,0.506,0.767,0.4,29,50
2021-11-24,HOU,CHI,118,113,5,1,0.5,0.773,0.472,27,46,0.458,0.833,0.429,26,40
2021-11-24,MEM,TOR,113,126,-13,0,0.512,0.769,0.31,25,40,0.528,0.857,0.467,25,34
2021-11-24,MIL,DET,114,93,21,1,0.483,0.882,0.417,23,56,0.358,0.737,0.244,16,44
2021-11-24,MIN,MIA,113,101,12,1,0.409,0.905,0.327,24,52,0.446,0.69,0.35700000000000004,25,40
2021-11-24,NOP,WAS,127,102,25,1,0.458,0.8440000000000001,0.414,33,52,0.429,0.639,0.226,23,45
2021-11-24,OKC,UTA,104,110,-6,0,0.451,0.682,0.417,21,43,0.453,0.85,0.319,19,43
2021-11-24,SAS,ATL,106,124,-18,0,0.43,0.8,0.364,27,44,0.511,0.917,0.462,26,44
2021-11-24,GSW,PHI,116,96,20,1,0.525,0.708,0.395,32,41,0.425,0.909,0.28600000000000003,17,41
2021-11-24,SAC,POR,125,121,4,1,0.523,0.6759999999999999,0.364,21,43,0.468,0.84,0.316,27,43
2021-11-26,LAC,DET,107,96,11,1,0.429,0.947,0.289,26,54,0.3670000000000001,0.846,0.242,17,52
2021-11-26,CHO,MIN,133,115,18,1,0.557,0.8,0.575,32,44,0.45,0.737,0.314,24,45
2021-11-26,NYK,PHO,97,118,-21,0,0.37,0.773,0.308,13,51,0.557,0.81,0.464,28,35
2021-11-26,ORL,CHI,88,123,-35,0,0.375,0.7,0.219,18,36,0.5579999999999999,0.625,0.5,32,47
2021-11-26,IND,TOR,114,97,17,1,0.485,0.818,0.282,31,53,0.416,0.727,0.233,17,41
2021-11-26,MEM,ATL,100,132,-32,0,0.407,0.737,0.316,27,36,0.584,0.7140000000000001,0.481,33,49
2021-11-26,OKC,WAS,99,101,-2,0,0.404,0.857,0.333,23,41,0.481,1.0,0.345,17,43
2021-11-26,SAS,BOS,96,88,8,1,0.4370000000000001,0.737,0.25,21,53,0.37,0.667,0.294,20,51
2021-11-26,DEN,MIL,109,120,-11,0,0.435,0.857,0.362,24,31,0.63,0.6,0.485,24,44
2021-11-26,UTA,NOP,97,98,-1,0,0.45,0.667,0.394,17,43,0.4270000000000001,0.846,0.407,27,39
2021-11-26,GSW,POR,118,103,15,1,0.54,0.75,0.324,31,48,0.419,0.7829999999999999,0.342,23,37
2021-11-26,LAL,SAC,137,141,-4,0,0.5,0.7140000000000001,0.341,32,51,0.45,0.655,0.311,32,56
2021-11-27,PHI,MIN,120,121,-1,0,0.419,0.769,0.353,27,44,0.5,0.688,0.389,22,54
2021-11-27,ATL,NYK,90,99,-9,0,0.355,0.75,0.243,18,52,0.439,0.727,0.379,20,50
2021-11-27,BRK,PHO,107,113,-6,0,0.5,0.762,0.304,25,47,0.446,0.857,0.342,17,41
2021-11-27,CHI,MIA,104,107,-3,0,0.469,0.81,0.282,22,47,0.43,0.8640000000000001,0.35,23,36
2021-11-27,CLE,ORL,105,92,13,1,0.456,0.75,0.359,28,51,0.398,0.609,0.25,21,43
2021-11-27,HOU,CHO,146,143,3,1,0.537,0.677,0.469,36,41,0.466,0.9,0.4,31,39
2021-11-27,DAL,WAS,114,120,-6,0,0.472,0.727,0.368,23,35,0.5770000000000001,0.8079999999999999,0.375,28,43
2021-11-27,UTA,NOP,127,105,22,1,0.563,0.773,0.5710000000000001,24,41,0.43,0.81,0.229,27,45
2021-11-28,LAC,GSW,90,105,-15,0,0.4,0.68,0.321,18,47,0.442,0.545,0.425,25,43
2021-11-28,IND,MIL,100,118,-18,0,0.413,0.75,0.267,21,45,0.511,0.818,0.229,27,52
2021-11-28,MEM,SAC,128,101,27,1,0.481,0.75,0.333,30,68,0.34,0.703,0.214,17,49
2021-11-28,TOR,BOS,97,109,-12,0,0.376,0.875,0.31,19,44,0.415,0.935,0.353,24,53
2021-11-28,LAL,DET,110,106,4,1,0.5,0.6,0.281,32,42,0.4270000000000001,0.895,0.394,29,53
2021-11-29,PHI,ORL,101,96,5,1,0.402,0.722,0.303,24,55,0.411,0.778,0.242,20,55
2021-11-29,MIA,DEN,111,120,-9,0,0.473,0.667,0.341,32,39,0.581,0.762,0.514,32,35
2021-11-29,CHI,CHO,133,119,14,1,0.596,0.684,0.467,35,41,0.477,0.81,0.462,23,34
2021-11-29,HOU,OKC,102,89,13,1,0.417,0.636,0.326,31,60,0.35600000000000004,0.769,0.163,16,45
2021-11-29,MIN,IND,100,98,2,1,0.439,0.731,0.257,25,47,0.396,0.81,0.243,27,47
2021-11-29,DAL,CLE,96,114,-18,0,0.438,0.4,0.308,20,33,0.563,0.778,0.526,29,48
2021-11-29,SAS,WAS,116,99,17,1,0.5329999999999999,0.625,0.444,28,51,0.446,0.615,0.29,26,40
2021-11-29,UTA,POR,129,107,22,1,0.528,0.696,0.413,30,43,0.462,0.706,0.355,19,42
2021-11-29,LAC,NOP,104,123,-19,0,0.514,0.762,0.389,17,35,0.511,0.813,0.4,30,47
2021-11-30,BRK,NYK,112,110,2,1,0.482,0.88,0.28600000000000003,27,38,0.484,0.917,0.344,27,42
2021-11-30,TOR,MEM,91,98,-7,0,0.396,0.75,0.256,14,44,0.387,0.8420000000000001,0.294,18,54
2021-11-30,PHO,GSW,104,96,8,1,0.494,0.545,0.4,28,35,0.419,0.7140000000000001,0.35,25,51
2021-11-30,POR,DET,110,92,18,1,0.4270000000000001,0.778,0.333,24,43,0.382,0.833,0.257,17,45
2021-11-30,SAC,LAL,92,117,-25,0,0.443,0.727,0.207,22,40,0.5,0.7,0.393,21,47
2021-12-01,IND,ATL,111,114,-3,0,0.489,0.813,0.303,23,40,0.512,0.833,0.485,24,41
2021-12-01,ORL,DEN,108,103,5,1,0.5429999999999999,0.737,0.222,26,39,0.488,0.7140000000000001,0.294,22,35
2021-12-01,WAS,MIN,115,107,8,1,0.495,0.7140000000000001,0.313,34,52,0.42,0.846,0.297,15,39
2021-12-01,BOS,PHI,88,87,1,1,0.418,0.733,0.393,18,46,0.371,0.765,0.258,20,46
2021-12-01,MIA,CLE,85,111,-26,0,0.376,0.6920000000000001,0.324,21,28,0.544,0.913,0.516,27,46
2021-12-01,MIL,CHO,127,125,2,1,0.489,0.8079999999999999,0.389,29,45,0.494,0.857,0.412,30,36
2021-12-01,NOP,DAL,107,139,-32,0,0.449,0.875,0.35100000000000003,22,32,0.687,0.778,0.529,32,34
2021-12-01,OKC,HOU,110,114,-4,0,0.471,0.759,0.25,16,35,0.506,0.8640000000000001,0.405,25,40
2021-12-01,LAC,SAC,115,124,-9,0,0.47,0.75,0.29,35,49,0.523,0.85,0.395,28,38
2021-12-02,NYK,CHI,115,119,-4,0,0.512,0.815,0.34600000000000003,19,39,0.494,0.952,0.379,24,39
2021-12-02,TOR,MIL,97,93,4,1,0.42,0.643,0.35,23,47,0.376,0.72,0.355,16,47
2021-12-02,MEM,OKC,152,79,73,1,0.625,0.722,0.528,41,53,0.329,0.818,0.289,14,26
2021-12-02,PHO,DET,114,103,11,1,0.544,0.696,0.5710000000000001,23,44,0.45,0.769,0.407,20,36
2021-12-02,POR,SAS,83,114,-31,0,0.354,0.765,0.353,19,41,0.484,0.75,0.389,32,48
2021-12-03,IND,MIA,104,113,-9,0,0.438,0.758,0.25,20,39,0.531,0.846,0.471,24,38
2021-12-03,WAS,CLE,101,116,-15,0,0.463,0.789,0.32299999999999995,21,33,0.472,0.76,0.433,30,54
2021-12-03,ATL,PHI,96,98,-2,0,0.408,0.8,0.35700000000000004,20,47,0.469,0.765,0.409,22,40
2021-12-03,BRK,MIN,110,105,5,1,0.474,0.78,0.261,26,41,0.387,0.833,0.31,22,44
2021-12-03,HOU,ORL,118,116,2,1,0.478,0.867,0.362,33,35,0.488,0.905,0.35100000000000003,24,45
2021-12-03,DAL,NOP,91,107,-16,0,0.405,0.654,0.294,17,42,0.411,0.75,0.4,30,55
2021-12-03,UTA,BOS,137,130,7,1,0.556,0.87,0.529,26,44,0.516,1.0,0.359,23,30
2021-12-03,GSW,PHO,118,96,22,1,0.489,0.75,0.487,30,51,0.383,0.743,0.364,23,38
2021-12-03,LAL,LAC,115,119,-4,0,0.5,0.619,0.364,28,43,0.506,0.875,0.457,28,34
2021-12-04,NYK,DEN,99,113,-14,0,0.398,0.81,0.3,23,40,0.524,1.0,0.465,30,42
2021-12-04,BRK,CHI,107,111,-4,0,0.414,0.778,0.32,28,55,0.477,0.7040000000000001,0.32299999999999995,22,47
2021-12-04,MIL,MIA,124,102,22,1,0.449,0.9,0.36,32,57,0.405,0.708,0.395,29,39
2021-12-04,DAL,MEM,90,97,-7,0,0.337,0.684,0.349,19,42,0.487,0.583,0.34600000000000003,20,52
2021-12-04,GSW,SAS,107,112,-5,0,0.444,0.667,0.333,26,45,0.477,0.8420000000000001,0.343,24,45
2021-12-04,POR,BOS,117,145,-28,0,0.472,0.7809999999999999,0.276,22,32,0.563,0.897,0.568,26,46
2021-12-04,SAC,LAC,104,99,5,1,0.419,0.8,0.353,19,51,0.382,0.667,0.382,23,47
2021-12-05,CLE,UTA,108,109,-1,0,0.462,0.769,0.368,20,45,0.444,0.9,0.417,24,46
2021-12-05,ATL,CHO,127,130,-3,0,0.516,0.778,0.459,29,45,0.535,0.75,0.459,21,39
2021-12-05,TOR,WAS,102,90,12,1,0.447,0.75,0.348,22,47,0.411,0.759,0.32,20,43
2021-12-05,HOU,NOP,118,108,10,1,0.494,0.7929999999999999,0.425,24,40,0.426,0.72,0.263,19,50
2021-12-06,CHO,PHI,124,127,-3,0,0.449,0.706,0.348,31,42,0.529,0.741,0.417,28,49
2021-12-06,DET,OKC,103,114,-11,0,0.414,0.833,0.39,21,52,0.5,0.767,0.36,22,40
2021-12-06,IND,WAS,116,110,6,1,0.524,0.955,0.391,25,40,0.531,0.81,0.467,25,30
2021-12-06,MIA,MEM,90,105,-15,0,0.461,0.8240000000000001,0.273,26,36,0.4270000000000001,0.762,0.394,26,47
2021-12-06,CHI,DEN,109,97,12,1,0.451,0.7,0.371,25,55,0.396,0.667,0.344,30,50
2021-12-06,MIL,CLE,112,104,8,1,0.465,0.792,0.406,21,53,0.389,0.95,0.326,27,39
2021-12-06,MIN,ATL,110,121,-11,0,0.398,0.789,0.425,22,50,0.444,0.8420000000000001,0.51,31,49
2021-12-06,PHO,SAS,108,104,4,1,0.457,0.667,0.345,27,49,0.43,0.684,0.379,31,41
2021-12-06,GSW,ORL,126,95,31,1,0.494,0.69,0.5,28,43,0.434,0.818,0.289,18,38
2021-12-06,POR,LAC,90,102,-12,0,0.443,0.75,0.227,16,45,0.446,0.643,0.306,18,37
2021-12-07,DAL,BRK,99,102,-3,0,0.4,0.818,0.196,21,39,0.506,0.769,0.308,28,50
2021-12-07,SAS,NYK,109,121,-12,0,0.446,0.75,0.387,30,43,0.473,0.895,0.474,22,52
2021-12-07,LAL,BOS,117,102,15,1,0.516,0.765,0.29600000000000004,25,51,0.439,0.69,0.303,27,34
2021-12-08,CHO,PHI,106,110,-4,0,0.488,0.857,0.345,22,35,0.48,0.833,0.382,23,36
2021-12-08,CLE,CHI,115,92,23,1,0.55,0.875,0.464,28,42,0.417,0.7140000000000001,0.269,21,37
2021-12-08,DET,WAS,116,119,-3,0,0.468,0.8290000000000001,0.542,22,37,0.477,0.821,0.375,27,45
2021-12-08,IND,NYK,122,102,20,1,0.535,0.8,0.37,27,42,0.419,0.913,0.3,17,36
2021-12-08,MIA,MIL,113,104,9,1,0.519,0.917,0.468,32,42,0.424,0.741,0.308,18,41
2021-12-08,TOR,OKC,109,110,-1,0,0.452,0.667,0.366,27,46,0.452,0.85,0.425,28,40
2021-12-08,HOU,BRK,114,104,10,1,0.494,0.69,0.341,23,38,0.393,0.8390000000000001,0.242,18,44
2021-12-08,MEM,DAL,96,104,-8,0,0.4,0.6,0.29,23,40,0.481,0.7829999999999999,0.364,24,47
2021-12-08,MIN,UTA,104,136,-32,0,0.4,0.647,0.362,19,37,0.568,0.733,0.463,26,48
2021-12-08,NOP,DEN,114,120,-6,0,0.522,0.75,0.3670000000000001,32,46,0.511,0.778,0.281,28,33
2021-12-08,GSW,POR,104,94,10,1,0.398,0.774,0.304,22,47,0.413,0.7140000000000001,0.267,24,42
2021-12-08,SAC,ORL,142,130,12,1,0.546,0.84,0.441,24,43,0.495,0.7829999999999999,0.471,29,43
2021-12-08,LAC,BOS,114,111,3,1,0.471,0.909,0.438,20,38,0.477,0.905,0.313,26,47
2021-12-09,PHI,UTA,96,118,-22,0,0.4320000000000001,0.933,0.182,17,34,0.473,0.708,0.375,22,52
2021-12-09,MEM,LAL,108,95,13,1,0.436,0.667,0.333,28,47,0.462,0.647,0.4,26,45
2021-12-09,SAS,DEN,123,111,12,1,0.523,0.727,0.429,32,54,0.447,0.923,0.385,29,33
2021-12-10,CHO,SAC,124,123,1,1,0.552,0.7,0.4,29,39,0.475,0.765,0.341,22,48
2021-12-10,IND,DAL,106,93,13,1,0.471,0.917,0.361,28,44,0.464,0.917,0.138,18,37
2021-12-10,ATL,BRK,105,113,-8,0,0.394,0.833,0.324,21,49,0.495,0.938,0.261,26,41
2021-12-10,TOR,NYK,90,87,3,1,0.345,0.7829999999999999,0.343,21,48,0.358,0.833,0.265,18,55
2021-12-10,HOU,MIL,114,123,-9,0,0.472,0.55,0.413,30,40,0.506,0.75,0.385,19,48
2021-12-10,MIN,CLE,106,123,-17,0,0.391,0.821,0.282,24,40,0.541,0.818,0.394,34,47
2021-12-10,NOP,DET,109,93,16,1,0.4320000000000001,0.875,0.35100000000000003,29,60,0.389,0.917,0.324,22,38
2021-12-10,OKC,LAL,95,116,-21,0,0.396,0.643,0.227,21,51,0.471,0.75,0.452,23,47
2021-12-10,PHO,BOS,111,90,21,1,0.448,1.0,0.368,25,53,0.376,0.667,0.154,13,46
2021-12-11,LAC,ORL,106,104,2,1,0.457,0.667,0.5,27,45,0.438,0.917,0.364,21,45
2021-12-11,WAS,UTA,98,123,-25,0,0.461,0.5710000000000001,0.32,17,39,0.516,0.8240000000000001,0.333,28,49
2021-12-11,CLE,SAC,117,103,14,1,0.466,0.821,0.387,27,47,0.441,0.636,0.25,19,48
2021-12-11,MEM,HOU,113,106,7,1,0.5,0.611,0.379,22,38,0.494,0.655,0.333,25,40
2021-12-11,MIA,CHI,118,92,26,1,0.495,0.778,0.442,37,50,0.373,0.65,0.425,22,34
2021-12-11,PHI,GSW,102,93,9,1,0.461,0.885,0.333,19,44,0.4,0.722,0.25,21,42
2021-12-11,SAS,DEN,112,127,-15,0,0.461,0.69,0.37,28,45,0.505,0.929,0.465,33,41
2021-12-12,NYK,MIL,97,112,-15,0,0.4270000000000001,0.769,0.34700000000000003,27,37,0.477,0.8240000000000001,0.341,27,46
2021-12-12,DET,BRK,104,116,-12,0,0.424,0.667,0.378,24,40,0.471,0.92,0.393,28,43
2021-12-12,OKC,DAL,84,103,-19,0,0.375,0.688,0.35100000000000003,19,39,0.422,0.7829999999999999,0.273,25,54
2021-12-12,SAS,NOP,112,97,15,1,0.495,0.75,0.28,31,55,0.426,0.6,0.276,24,42
2021-12-12,POR,MIN,111,116,-5,0,0.457,0.679,0.375,25,45,0.447,0.813,0.389,23,42
2021-12-12,LAL,ORL,106,94,12,1,0.488,0.647,0.464,24,44,0.375,0.789,0.342,17,47
2021-12-13,CLE,MIA,105,94,11,1,0.444,0.944,0.444,24,42,0.447,0.556,0.325,26,39
2021-12-13,IND,GSW,100,102,-2,0,0.402,0.742,0.233,16,42,0.5,0.7140000000000001,0.267,21,47
2021-12-13,TOR,SAC,124,101,23,1,0.541,0.7,0.355,28,46,0.404,0.667,0.324,21,53
2021-12-13,ATL,HOU,126,132,-6,0,0.494,0.871,0.385,20,40,0.479,0.778,0.413,27,45
2021-12-13,BOS,MIL,117,103,14,1,0.5,0.846,0.426,31,40,0.444,0.8,0.306,22,45
2021-12-13,MEM,PHI,126,91,35,1,0.528,0.7829999999999999,0.412,29,50,0.446,0.684,0.182,22,38
2021-12-13,DAL,CHO,120,96,24,1,0.518,0.882,0.463,28,50,0.395,0.625,0.35100000000000003,22,38
2021-12-13,DEN,WAS,113,107,6,1,0.468,0.879,0.313,26,49,0.456,0.619,0.353,25,41
2021-12-13,LAC,PHO,111,95,16,1,0.551,0.696,0.429,24,45,0.375,0.8420000000000001,0.241,22,41
2021-12-14,BRK,TOR,131,129,2,1,0.485,0.7390000000000001,0.359,28,60,0.457,0.789,0.34600000000000003,26,41
2021-12-14,NYK,GSW,96,105,-9,0,0.361,0.909,0.381,18,35,0.455,0.741,0.375,28,49
2021-12-14,POR,PHO,107,111,-4,0,0.417,0.636,0.317,23,48,0.473,0.8,0.355,30,49
2021-12-15,CLE,HOU,124,89,35,1,0.563,0.667,0.45,26,44,0.385,0.6859999999999999,0.172,20,41
2021-12-15,ORL,ATL,99,111,-12,0,0.389,0.905,0.28600000000000003,25,46,0.494,1.0,0.355,25,40
2021-12-15,PHI,MIA,96,101,-5,0,0.443,0.8240000000000001,0.324,26,35,0.449,0.765,0.409,25,44
2021-12-15,DAL,LAL,104,107,-3,0,0.398,0.8240000000000001,0.273,22,51,0.433,0.778,0.385,24,46
2021-12-15,MIL,IND,114,99,15,1,0.489,0.8,0.483,25,38,0.47,0.909,0.289,24,45
2021-12-15,OKC,NOP,110,113,-3,0,0.419,1.0,0.371,22,42,0.488,0.667,0.393,23,49
2021-12-15,SAS,CHO,115,131,-16,0,0.433,1.0,0.324,27,38,0.593,0.688,0.529,34,48
2021-12-15,DEN,MIN,107,124,-17,0,0.452,0.7390000000000001,0.359,33,42,0.511,0.688,0.479,24,39
2021-12-15,POR,MEM,103,113,-10,0,0.378,0.929,0.395,18,38,0.476,0.8,0.344,22,53
2021-12-15,SAC,WAS,119,105,14,1,0.5489999999999999,0.7240000000000001,0.308,25,39,0.472,0.762,0.208,20,39
2021-12-15,UTA,LAC,124,103,21,1,0.528,0.75,0.405,26,44,0.471,0.65,0.333,24,42
2021-12-16,IND,DET,122,113,9,1,0.495,0.893,0.219,26,41,0.494,0.867,0.28,20,37
2021-12-16,BRK,PHI,114,105,9,1,0.494,0.938,0.478,21,48,0.438,0.85,0.294,19,38
2021-12-16,HOU,NYK,103,116,-13,0,0.5,0.8,0.344,29,29,0.47,0.84,0.472,25,40
2021-12-16,PHO,WAS,118,98,20,1,0.532,0.962,0.31,25,47,0.488,0.632,0.28600000000000003,22,32
2021-12-17,ORL,MIA,105,115,-10,0,0.483,0.8,0.344,23,36,0.5,0.737,0.5429999999999999,25,46
2021-12-17,ATL,DEN,115,133,-18,0,0.466,0.765,0.292,22,37,0.581,0.889,0.447,35,38
2021-12-17,BOS,GSW,107,111,-4,0,0.439,0.69,0.366,20,45,0.433,0.81,0.348,27,45
2021-12-17,NOP,MIL,116,112,4,1,0.472,0.633,0.35100000000000003,34,57,0.433,0.8,0.298,16,44
2021-12-17,UTA,SAS,126,128,-2,0,0.495,0.8079999999999999,0.35100000000000003,26,50,0.5,0.722,0.366,27,43
2021-12-17,MIN,LAL,110,92,18,1,0.418,0.667,0.273,23,61,0.385,0.69,0.279,26,36
2021-12-17,POR,CHO,125,116,9,1,0.518,0.889,0.447,27,41,0.478,0.833,0.35100000000000003,29,38
2021-12-17,SAC,MEM,105,124,-19,0,0.409,0.769,0.371,21,45,0.464,0.778,0.542,25,50
2021-12-18,DET,HOU,107,116,-9,0,0.462,0.688,0.278,29,42,0.495,0.588,0.368,27,47
2021-12-18,BOS,NYK,114,107,7,1,0.472,0.765,0.378,23,45,0.438,0.8,0.361,18,42
2021-12-18,BRK,ORL,93,100,-7,0,0.382,0.75,0.196,24,51,0.415,0.923,0.32299999999999995,20,50
2021-12-18,TOR,GSW,119,100,19,1,0.5,0.652,0.368,26,41,0.468,0.7140000000000001,0.306,26,47
2021-12-18,OKC,LAC,104,103,1,1,0.467,0.6,0.387,23,55,0.446,0.684,0.41,26,39
2021-12-18,MIL,CLE,90,119,-29,0,0.393,0.727,0.316,18,44,0.5,0.929,0.35600000000000004,36,46
2021-12-18,UTA,WAS,103,109,-6,0,0.4320000000000001,0.633,0.318,17,46,0.447,0.8,0.29,27,47
2021-12-19,DET,MIA,100,90,10,1,0.467,0.733,0.25,24,47,0.378,0.636,0.302,23,39
2021-12-19,MEM,POR,100,105,-5,0,0.385,0.84,0.265,22,33,0.473,0.857,0.344,17,51
